id,nombre,apellido,departamento,salario,fecha_contratacion,email,activo
336,Laura,Pérez,IT,62331,2025-01-29,laura.pérez336@empresa.com,False
337,Laura,Gómez,Logística,23165,2020-10-14,laura.gómez337@empresa.com,False
338,María,Martínez,RRHH,26677,2020-01-02,maría.martínez338@empresa.com,True
339,Luis,Gómez,Marketing,22056,2024-09-29,luis.gómez339@empresa.com,False
340,Juan,Fernández,IT,29371,2022-11-01,juan.fernández340@empresa.com,False
341,Juan,Fernández,Ventas,19724,2022-08-19,juan.fernández341@empresa.com,True
342,Sara,Ruiz,Producción,42828,2020-03-11,sara.ruiz342@empresa.com,False
343,Carlos,García,Marketing,51508,2019-06-21,carlos.garcía343@empresa.com,True
344,Sara,García,RRHH,40256,2018-10-03,sara.garcía344@empresa.com,True
345,Carlos,López,Producción,56982,2020-07-19,carlos.lópez345@empresa.com,True
346,Elena,Gómez,IT,28479,2019-03-06,elena.gómez346@empresa.com,False
347,Ana,Sánchez,RRHH,32671,2017-01-04,ana.sánchez347@empresa.com,True
348,Elena,Sánchez,Finanzas,32497,2022-09-26,elena.sánchez348@empresa.com,False
349,Laura,Gómez,Logística,19575,2023-10-08,laura.gómez349@empresa.com,False
350,Luis,García,Finanzas,48868,2019-10-20,luis.garcía350@empresa.com,False
351,Jorge,Sánchez,Producción,40116,2020-04-21,jorge.sánchez351@empresa.com,True
352,Juan,Sánchez,Ventas,53234,2022-09-17,juan.sánchez352@empresa.com,True
353,Pablo,Sánchez,Producción,43608,2020-06-26,pablo.sánchez353@empresa.com,False
354,Elena,Martínez,Producción,48131,2020-09-19,elena.martínez354@empresa.com,False
355,Ana,Ruiz,Ventas,44838,2019-03-12,ana.ruiz355@empresa.com,True
356,Juan,Martínez,Finanzas,28744,2021-05-24,juan.martínez356@empresa.com,False
357,Jorge,Ruiz,Logística,42996,2022-12-10,jorge.ruiz357@empresa.com,True
358,Pablo,Ruiz,IT,41151,2024-02-25,pablo.ruiz358@empresa.com,False
359,Ana,Morales,RRHH,39703,2016-07-17,ana.morales359@empresa.com,True
360,Elena,García,Marketing,46714,2017-11-27,elena.garcía360@empresa.com,True
361,Jorge,Díaz,Marketing,28440,2019-06-11,jorge.díaz361@empresa.com,True
362,Elena,Fernández,Producción,41178,2021-01-04,elena.fernández362@empresa.com,False
363,Ana,Sánchez,Logística,34867,2016-02-06,ana.sánchez363@empresa.com,True
364,Carlos,Ruiz,Marketing,36713,2025-07-27,carlos.ruiz364@empresa.com,True
365,Pablo,García,Logística,59708,2020-08-02,pablo.garcía365@empresa.com,False
366,Ana,Morales,Producción,28681,2024-04-07,ana.morales366@empresa.com,False
367,Jorge,Martínez,Marketing,50713,2021-09-01,jorge.martínez367@empresa.com,False
368,María,López,Marketing,58038,2016-04-20,maría.lópez368@empresa.com,True
369,Pablo,Sánchez,Producción,27039,2022-06-09,pablo.sánchez369@empresa.com,False
370,Luis,Morales,IT,25324,2018-07-12,luis.morales370@empresa.com,False
371,Elena,Gómez,Finanzas,62651,2025-06-22,elena.gómez371@empresa.com,True
372,Carlos,López,Producción,57952,2016-06-29,carlos.lópez372@empresa.com,False
373,Jorge,Díaz,Logística,22947,2020-04-25,jorge.díaz373@empresa.com,False
374,Carlos,Díaz,IT,25230,2025-09-12,carlos.díaz374@empresa.com,False
375,Luis,Díaz,RRHH,57589,2016-11-08,luis.díaz375@empresa.com,True
376,Jorge,Martínez,RRHH,53624,2020-06-02,jorge.martínez376@empresa.com,False
377,Jorge,Gómez,RRHH,61701,2020-10-24,jorge.gómez377@empresa.com,True
378,Juan,Díaz,Finanzas,40231,2019-03-29,juan.díaz378@empresa.com,True
379,María,Díaz,Logística,45899,2019-06-19,maría.díaz379@empresa.com,False
380,Elena,Díaz,Logística,21600,2016-05-14,elena.díaz380@empresa.com,True
381,Laura,Gómez,Producción,48166,2020-10-15,laura.gómez381@empresa.com,False
382,Elena,Morales,Producción,19186,2017-04-21,elena.morales382@empresa.com,False
383,Jorge,Gómez,Marketing,59765,2023-08-09,jorge.gómez383@empresa.com,True
384,Juan,López,Logística,34300,2021-09-20,juan.lópez384@empresa.com,False
385,Pablo,Ruiz,Marketing,64676,2018-06-16,pablo.ruiz385@empresa.com,False
386,Carlos,García,Finanzas,61887,2019-04-28,carlos.garcía386@empresa.com,False
387,Sara,Sánchez,Marketing,25689,2023-01-21,sara.sánchez387@empresa.com,True
388,Elena,López,IT,57451,2018-10-28,elena.lópez388@empresa.com,True
389,Ana,Martínez,RRHH,25180,2020-08-30,ana.martínez389@empresa.com,False
390,Elena,Fernández,Logística,56917,2019-11-26,elena.fernández390@empresa.com,True
391,Ana,Fernández,Ventas,36865,2024-01-08,ana.fernández391@empresa.com,True
392,Luis,Díaz,Producción,54405,2019-02-22,luis.díaz392@empresa.com,False
393,Luis,Fernández,Finanzas,20962,2016-02-05,luis.fernández393@empresa.com,True
394,María,Gómez,Marketing,54554,2022-06-21,maría.gómez394@empresa.com,False
395,María,Ruiz,IT,29149,2021-09-18,maría.ruiz395@empresa.com,False
396,Ana,Morales,RRHH,62757,2023-02-05,ana.morales396@empresa.com,False
397,María,Fernández,Logística,39765,2024-09-01,maría.fernández397@empresa.com,False
398,Pablo,Martínez,Marketing,56362,2023-03-24,pablo.martínez398@empresa.com,False
399,Carlos,Fernández,Ventas,32276,2017-10-08,carlos.fernández399@empresa.com,False
400,Ana,Fernández,IT,44661,2020-03-05,ana.fernández400@empresa.com,False
401,Laura,Pérez,IT,44444,2018-05-29,laura.pérez401@empresa.com,False
402,María,Gómez,Producción,51093,2024-08-26,maría.gómez402@empresa.com,True
403,Sara,López,Finanzas,29267,2022-08-01,sara.lópez403@empresa.com,True
404,Elena,López,Producción,47633,2017-04-25,elena.lópez404@empresa.com,False
405,Carlos,Fernández,Ventas,46044,2022-11-15,carlos.fernández405@empresa.com,False
406,Elena,Fernández,RRHH,47849,2015-12-22,elena.fernández406@empresa.com,True
407,Laura,Fernández,Marketing,58065,2023-10-19,laura.fernández407@empresa.com,True
408,Sara,Sánchez,Marketing,23948,2023-10-14,sara.sánchez408@empresa.com,False
409,María,Morales,Marketing,32542,2019-01-24,maría.morales409@empresa.com,False
410,María,Fernández,Producción,55524,2018-05-06,maría.fernández410@empresa.com,False
411,Pablo,Pérez,Ventas,49838,2020-10-29,pablo.pérez411@empresa.com,True
412,Laura,Ruiz,Ventas,59229,2018-12-25,laura.ruiz412@empresa.com,True
413,Laura,Sánchez,Marketing,22489,2017-07-01,laura.sánchez413@empresa.com,True
414,Pablo,Sánchez,Logística,24071,2016-05-14,pablo.sánchez414@empresa.com,True
415,Sara,Martínez,Marketing,23476,2021-10-29,sara.martínez415@empresa.com,False
416,Juan,López,Logística,39503,2021-11-03,juan.lópez416@empresa.com,False
417,Laura,Ruiz,Finanzas,62189,2017-03-10,laura.ruiz417@empresa.com,False
418,Luis,Pérez,Producción,31990,2018-09-02,luis.pérez418@empresa.com,False
419,Juan,Pérez,Ventas,19370,2016-08-22,juan.pérez419@empresa.com,True
420,Ana,Díaz,Ventas,63764,2016-09-21,ana.díaz420@empresa.com,False
421,Jorge,Pérez,RRHH,37759,2020-01-15,jorge.pérez421@empresa.com,True
422,Luis,Martínez,Producción,26422,2023-05-01,luis.martínez422@empresa.com,True
423,Elena,García,IT,24715,2020-02-21,elena.garcía423@empresa.com,True
424,María,Díaz,RRHH,41459,2021-09-30,maría.díaz424@empresa.com,False
425,Ana,Fernández,Finanzas,26165,2023-09-08,ana.fernández425@empresa.com,False
426,Elena,Sánchez,Marketing,46619,2023-05-17,elena.sánchez426@empresa.com,True
427,Sara,Ruiz,Finanzas,60607,2017-10-11,sara.ruiz427@empresa.com,True
428,María,Ruiz,IT,34754,2024-01-14,maría.ruiz428@empresa.com,False
429,Luis,López,Finanzas,51110,2016-09-10,luis.lópez429@empresa.com,True
430,Sara,Martínez,Finanzas,60916,2022-05-22,sara.martínez430@empresa.com,False
431,Ana,Pérez,Ventas,52708,2023-08-08,ana.pérez431@empresa.com,True
432,Ana,Díaz,Marketing,53611,2019-04-19,ana.díaz432@empresa.com,True
433,Juan,Pérez,Producción,58301,2017-02-28,juan.pérez433@empresa.com,True
434,Sara,Díaz,Ventas,36519,2016-01-01,sara.díaz434@empresa.com,False
435,Jorge,López,Producción,19868,2019-09-25,jorge.lópez435@empresa.com,False
436,Juan,Sánchez,Logística,36857,2016-09-26,juan.sánchez436@empresa.com,False
437,Laura,Sánchez,RRHH,62874,2019-06-28,laura.sánchez437@empresa.com,False
438,María,Pérez,Producción,19812,2019-11-25,maría.pérez438@empresa.com,False
439,Laura,Díaz,RRHH,24672,2017-05-25,laura.díaz439@empresa.com,True
440,Juan,Sánchez,Ventas,34992,2020-06-10,juan.sánchez440@empresa.com,True
441,Ana,García,Marketing,47941,2017-01-07,ana.garcía441@empresa.com,True
442,Pablo,Morales,Ventas,31731,2021-12-31,pablo.morales442@empresa.com,True
443,Elena,Pérez,Logística,19672,2016-11-12,elena.pérez443@empresa.com,False
444,Luis,López,Logística,57588,2024-06-06,luis.lópez444@empresa.com,True
445,Carlos,Fernández,RRHH,49760,2017-10-07,carlos.fernández445@empresa.com,True
446,Jorge,Morales,RRHH,21572,2023-04-16,jorge.morales446@empresa.com,True
447,Sara,Ruiz,Marketing,45116,2023-01-26,sara.ruiz447@empresa.com,True
448,Pablo,Díaz,Logística,35923,2018-04-17,pablo.díaz448@empresa.com,True
449,Sara,Martínez,Marketing,22641,2022-02-27,sara.martínez449@empresa.com,True
450,Elena,Morales,Marketing,32403,2021-02-14,elena.morales450@empresa.com,True
451,Juan,Martínez,Marketing,60195,2018-10-04,juan.martínez451@empresa.com,False
452,Jorge,Fernández,Finanzas,34062,2024-05-04,jorge.fernández452@empresa.com,False
453,Juan,García,Producción,56941,2016-07-10,juan.garcía453@empresa.com,False
454,Ana,Sánchez,IT,22966,2020-03-03,ana.sánchez454@empresa.com,True
455,Laura,Pérez,Ventas,19265,2021-11-16,laura.pérez455@empresa.com,False
456,Sara,Ruiz,Ventas,63637,2016-10-27,sara.ruiz456@empresa.com,True
457,Juan,Pérez,Logística,48527,2024-02-06,juan.pérez457@empresa.com,False
458,Jorge,Morales,IT,24152,2021-02-25,jorge.morales458@empresa.com,False
459,Elena,Martínez,Logística,19556,2018-11-16,elena.martínez459@empresa.com,True
460,María,García,RRHH,38585,2016-08-02,maría.garcía460@empresa.com,False
461,Luis,López,RRHH,40668,2021-02-01,luis.lópez461@empresa.com,False
462,Jorge,Ruiz,RRHH,31917,2016-02-13,jorge.ruiz462@empresa.com,True
463,Pablo,Martínez,IT,43745,2019-04-03,pablo.martínez463@empresa.com,False
464,Jorge,Ruiz,RRHH,57794,2016-06-16,jorge.ruiz464@empresa.com,False
465,Luis,López,Logística,60200,2021-09-20,luis.lópez465@empresa.com,False
466,Carlos,Pérez,Logística,60659,2023-12-07,carlos.pérez466@empresa.com,True
467,Jorge,Díaz,Producción,26696,2018-04-19,jorge.díaz467@empresa.com,True
468,Carlos,Sánchez,IT,63618,2019-02-01,carlos.sánchez468@empresa.com,True
469,Luis,Morales,RRHH,19687,2021-07-04,luis.morales469@empresa.com,False
470,Ana,López,Ventas,36981,2024-10-14,ana.lópez470@empresa.com,True
471,Elena,Martínez,RRHH,42081,2022-12-12,elena.martínez471@empresa.com,True
472,Carlos,Fernández,RRHH,48979,2016-05-08,carlos.fernández472@empresa.com,False
473,Juan,Fernández,RRHH,42603,2018-06-24,juan.fernández473@empresa.com,True
474,Sara,Sánchez,Ventas,18001,2023-03-22,sara.sánchez474@empresa.com,True
475,Elena,Gómez,Producción,62437,2016-01-17,elena.gómez475@empresa.com,False
476,Sara,López,IT,59291,2016-10-04,sara.lópez476@empresa.com,True
477,Ana,Díaz,Ventas,63508,2017-04-13,ana.díaz477@empresa.com,False
478,María,Díaz,Logística,40335,2024-11-25,maría.díaz478@empresa.com,True
479,Jorge,Pérez,Producción,20824,2021-02-20,jorge.pérez479@empresa.com,True
480,Carlos,Fernández,Finanzas,18808,2022-12-04,carlos.fernández480@empresa.com,True
481,Pablo,Sánchez,Finanzas,35858,2019-05-01,pablo.sánchez481@empresa.com,True
482,Pablo,Sánchez,Marketing,19954,2023-04-20,pablo.sánchez482@empresa.com,True
483,Jorge,López,Finanzas,59189,2019-10-18,jorge.lópez483@empresa.com,False
484,Juan,López,Logística,43361,2024-02-05,juan.lópez484@empresa.com,True
485,Juan,Sánchez,Finanzas,35494,2017-09-14,juan.sánchez485@empresa.com,False
486,María,Martínez,Logística,42246,2023-05-16,maría.martínez486@empresa.com,True
487,Laura,Ruiz,Finanzas,31888,2024-05-04,laura.ruiz487@empresa.com,False
488,Juan,Ruiz,Finanzas,37361,2023-07-16,juan.ruiz488@empresa.com,True
489,Ana,Fernández,IT,49178,2020-07-29,ana.fernández489@empresa.com,False
490,Laura,Martínez,Logística,53359,2021-01-19,laura.martínez490@empresa.com,True
491,María,Pérez,Marketing,64132,2018-04-07,maría.pérez491@empresa.com,True
492,Pablo,Gómez,Marketing,53217,2021-01-20,pablo.gómez492@empresa.com,True
493,Elena,Pérez,IT,38084,2019-11-24,elena.pérez493@empresa.com,False
494,Ana,Gómez,RRHH,30313,2019-05-25,ana.gómez494@empresa.com,False
495,Carlos,Díaz,Ventas,20679,2025-06-26,carlos.díaz495@empresa.com,False
496,Sara,Gómez,IT,63022,2025-05-25,sara.gómez496@empresa.com,True
497,Juan,Sánchez,Marketing,44289,2024-04-13,juan.sánchez497@empresa.com,True
498,Laura,Fernández,Producción,50680,2016-07-10,laura.fernández498@empresa.com,True
499,Juan,Morales,RRHH,25050,2024-07-04,juan.morales499@empresa.com,False
500,Carlos,Díaz,Producción,53217,2017-09-05,carlos.díaz500@empresa.com,True
501,Jorge,Díaz,IT,36488,2021-08-15,jorge.díaz501@empresa.com,True
502,Carlos,López,Finanzas,29477,2017-09-16,carlos.lópez502@empresa.com,False
503,Ana,Morales,Marketing,36556,2018-07-01,ana.morales503@empresa.com,False
504,Luis,Fernández,Logística,37636,2024-09-27,luis.fernández504@empresa.com,True
505,Elena,Ruiz,Logística,40592,2019-03-19,elena.ruiz505@empresa.com,True
506,María,Martínez,Marketing,30335,2017-11-09,maría.martínez506@empresa.com,False
507,Luis,Fernández,Producción,33321,2019-11-08,luis.fernández507@empresa.com,True
508,Laura,García,RRHH,28820,2020-11-15,laura.garcía508@empresa.com,False
509,María,Morales,Finanzas,37261,2024-04-21,maría.morales509@empresa.com,True
510,Pablo,García,RRHH,44520,2024-06-25,pablo.garcía510@empresa.com,False
511,María,Díaz,IT,23982,2023-09-06,maría.díaz511@empresa.com,False
512,Sara,Ruiz,Marketing,44426,2024-12-18,sara.ruiz512@empresa.com,False
513,Jorge,García,Marketing,52400,2017-01-27,jorge.garcía513@empresa.com,True
514,Juan,Pérez,Producción,39012,2017-08-09,juan.pérez514@empresa.com,False
515,Pablo,López,RRHH,53397,2016-06-30,pablo.lópez515@empresa.com,True
516,María,Martínez,Logística,26095,2017-03-02,maría.martínez516@empresa.com,True
517,Luis,Pérez,RRHH,62116,2015-12-22,luis.pérez517@empresa.com,False
518,Elena,Pérez,Ventas,30832,2019-05-10,elena.pérez518@empresa.com,True
519,Jorge,Díaz,RRHH,58332,2017-05-15,jorge.díaz519@empresa.com,True
520,Pablo,López,Marketing,20075,2019-08-26,pablo.lópez520@empresa.com,True
521,Sara,Díaz,Ventas,39969,2017-08-18,sara.díaz521@empresa.com,True
522,Laura,Ruiz,Finanzas,45301,2021-05-26,laura.ruiz522@empresa.com,True
523,María,García,IT,62287,2015-12-19,maría.garcía523@empresa.com,True
524,Jorge,Díaz,IT,41789,2016-03-04,jorge.díaz524@empresa.com,False
525,Carlos,Morales,Producción,37792,2025-06-16,carlos.morales525@empresa.com,False
526,Juan,Morales,Finanzas,52655,2016-05-19,juan.morales526@empresa.com,False
527,Ana,Gómez,Producción,32859,2017-04-07,ana.gómez527@empresa.com,True
528,Laura,Martínez,Finanzas,27736,2018-05-06,laura.martínez528@empresa.com,False
529,Juan,Sánchez,Producción,51654,2021-12-09,juan.sánchez529@empresa.com,False
530,María,Díaz,Finanzas,62519,2018-02-11,maría.díaz530@empresa.com,False
531,Luis,Sánchez,Producción,31973,2024-10-21,luis.sánchez531@empresa.com,True
532,Pablo,Díaz,RRHH,56975,2021-03-20,pablo.díaz532@empresa.com,True
533,Elena,Fernández,Producción,49220,2016-08-20,elena.fernández533@empresa.com,True
534,Luis,López,Producción,58694,2020-12-31,luis.lópez534@empresa.com,False
535,Luis,Gómez,Finanzas,21115,2018-07-27,luis.gómez535@empresa.com,False
536,Ana,Martínez,Ventas,44225,2017-07-02,ana.martínez536@empresa.com,True
537,Pablo,Díaz,Producción,38660,2021-08-17,pablo.díaz537@empresa.com,True
538,Ana,Morales,IT,31750,2017-06-01,ana.morales538@empresa.com,True
539,Laura,García,Logística,18614,2023-12-08,laura.garcía539@empresa.com,False
540,Ana,Gómez,Logística,58271,2023-04-10,ana.gómez540@empresa.com,True
541,Ana,García,Producción,33244,2017-04-07,ana.garcía541@empresa.com,False
542,María,López,IT,60134,2016-02-15,maría.lópez542@empresa.com,False
543,Jorge,Morales,Producción,33823,2022-04-28,jorge.morales543@empresa.com,True
544,Carlos,Díaz,Producción,21667,2019-07-10,carlos.díaz544@empresa.com,False
545,Laura,Morales,Marketing,52444,2020-10-29,laura.morales545@empresa.com,False
546,Ana,Pérez,IT,42232,2016-05-30,ana.pérez546@empresa.com,False
547,Pablo,Martínez,Logística,41089,2022-06-06,pablo.martínez547@empresa.com,True
548,Juan,Ruiz,Marketing,34461,2022-10-15,juan.ruiz548@empresa.com,True
549,Elena,Fernández,Logística,18245,2018-05-17,elena.fernández549@empresa.com,False
550,Pablo,Morales,Producción,60688,2024-02-02,pablo.morales550@empresa.com,True
551,Pablo,Gómez,RRHH,19767,2021-03-28,pablo.gómez551@empresa.com,False
552,Juan,Sánchez,Marketing,24639,2024-11-30,juan.sánchez552@empresa.com,False
553,Sara,Ruiz,RRHH,37552,2021-08-08,sara.ruiz553@empresa.com,False
554,Laura,Martínez,Marketing,44868,2016-06-15,laura.martínez554@empresa.com,False
555,Jorge,López,IT,43147,2023-07-27,jorge.lópez555@empresa.com,True
556,Juan,Sánchez,Finanzas,23145,2023-01-09,juan.sánchez556@empresa.com,False
557,Luis,Ruiz,Producción,45299,2025-10-09,luis.ruiz557@empresa.com,False
558,Laura,Pérez,Marketing,20879,2021-08-15,laura.pérez558@empresa.com,True
559,Laura,Ruiz,Ventas,64891,2023-05-13,laura.ruiz559@empresa.com,False
560,Carlos,Fernández,Logística,19892,2020-12-21,carlos.fernández560@empresa.com,True
561,Ana,Fernández,IT,45885,2024-01-15,ana.fernández561@empresa.com,False
562,Juan,García,Ventas,57752,2019-10-14,juan.garcía562@empresa.com,True
563,Luis,Pérez,Logística,60823,2020-04-08,luis.pérez563@empresa.com,True
564,Juan,Morales,Producción,24825,2022-08-02,juan.morales564@empresa.com,True
565,Sara,López,Ventas,32852,2017-11-25,sara.lópez565@empresa.com,False
566,Elena,Ruiz,Marketing,63759,2018-08-31,elena.ruiz566@empresa.com,False
567,Elena,Martínez,Ventas,50821,2021-05-10,elena.martínez567@empresa.com,False
568,Juan,Pérez,Marketing,56050,2016-02-15,juan.pérez568@empresa.com,False
569,Sara,Morales,IT,34908,2017-08-21,sara.morales569@empresa.com,False
570,Juan,Morales,Marketing,51660,2021-08-13,juan.morales570@empresa.com,False
571,María,López,Producción,61002,2022-02-17,maría.lópez571@empresa.com,False
572,Laura,López,IT,25106,2020-01-25,laura.lópez572@empresa.com,False
573,Juan,Morales,Finanzas,29374,2025-10-31,juan.morales573@empresa.com,True
574,Carlos,Pérez,Logística,40274,2017-11-21,carlos.pérez574@empresa.com,False
575,Sara,García,IT,38607,2017-05-05,sara.garcía575@empresa.com,True
576,Sara,Pérez,Finanzas,39083,2020-08-01,sara.pérez576@empresa.com,True
577,Sara,Martínez,RRHH,18852,2016-04-04,sara.martínez577@empresa.com,False
578,Juan,Díaz,RRHH,33319,2019-12-07,juan.díaz578@empresa.com,True
579,Elena,Gómez,Ventas,60073,2016-05-12,elena.gómez579@empresa.com,True
580,Laura,Morales,Logística,35617,2024-06-05,laura.morales580@empresa.com,False
581,Elena,Díaz,Producción,28084,2024-12-27,elena.díaz581@empresa.com,True
582,Elena,Díaz,Logística,32216,2022-10-26,elena.díaz582@empresa.com,False
583,Laura,Sánchez,Marketing,41336,2023-12-11,laura.sánchez583@empresa.com,False
584,Sara,García,Ventas,27747,2024-05-21,sara.garcía584@empresa.com,True
585,Ana,Gómez,Ventas,18933,2021-12-10,ana.gómez585@empresa.com,True
586,Luis,Sánchez,Marketing,58642,2019-07-09,luis.sánchez586@empresa.com,False
587,Ana,Gómez,Marketing,29393,2017-07-20,ana.gómez587@empresa.com,True
588,Ana,López,Marketing,49482,2024-06-19,ana.lópez588@empresa.com,False
589,Juan,Sánchez,Finanzas,53815,2016-05-18,juan.sánchez589@empresa.com,True
590,Laura,Sánchez,RRHH,28278,2023-10-04,laura.sánchez590@empresa.com,False
591,Sara,Díaz,Producción,25683,2023-04-24,sara.díaz591@empresa.com,False
592,Pablo,Pérez,Producción,49287,2019-07-31,pablo.pérez592@empresa.com,False
593,Carlos,García,Finanzas,48006,2018-04-18,carlos.garcía593@empresa.com,False
594,Luis,Gómez,RRHH,28241,2019-07-24,luis.gómez594@empresa.com,True
595,Jorge,Sánchez,Producción,30024,2017-05-19,jorge.sánchez595@empresa.com,True
596,Juan,López,Logística,42861,2017-03-06,juan.lópez596@empresa.com,True
597,Laura,López,Producción,50242,2021-09-01,laura.lópez597@empresa.com,False
598,Laura,Fernández,Logística,42334,2020-04-05,laura.fernández598@empresa.com,True
599,Jorge,García,RRHH,22176,2018-06-29,jorge.garcía599@empresa.com,False
600,Elena,López,RRHH,22856,2019-08-18,elena.lópez600@empresa.com,True
601,Ana,Fernández,Finanzas,44141,2023-05-26,ana.fernández601@empresa.com,False
602,María,Martínez,RRHH,50828,2021-09-10,maría.martínez602@empresa.com,True
603,Carlos,Morales,Finanzas,57662,2023-06-18,carlos.morales603@empresa.com,False
604,Juan,García,Producción,36741,2017-01-01,juan.garcía604@empresa.com,True
605,Sara,Morales,Marketing,50072,2019-09-10,sara.morales605@empresa.com,False
606,Luis,Fernández,RRHH,21122,2023-10-13,luis.fernández606@empresa.com,True
607,Juan,Ruiz,Ventas,34248,2016-08-05,juan.ruiz607@empresa.com,False
608,María,García,RRHH,54057,2021-02-06,maría.garcía608@empresa.com,True
609,Laura,Díaz,Producción,53255,2019-03-26,laura.díaz609@empresa.com,True
610,María,García,RRHH,18730,2022-09-30,maría.garcía610@empresa.com,False
611,Carlos,Sánchez,Producción,40386,2016-07-27,carlos.sánchez611@empresa.com,True
612,Luis,Pérez,IT,28332,2025-06-17,luis.pérez612@empresa.com,True
613,Ana,Sánchez,Producción,39289,2016-05-20,ana.sánchez613@empresa.com,True
614,Pablo,Ruiz,RRHH,51014,2022-07-14,pablo.ruiz614@empresa.com,True
615,Sara,Martínez,Logística,43510,2025-02-07,sara.martínez615@empresa.com,False
616,Sara,Fernández,IT,60675,2021-07-30,sara.fernández616@empresa.com,True
617,María,Díaz,Producción,19089,2019-01-27,maría.díaz617@empresa.com,False
618,Elena,López,IT,50801,2018-08-11,elena.lópez618@empresa.com,True
619,Juan,Díaz,Logística,27138,2025-10-25,juan.díaz619@empresa.com,True
620,Pablo,Morales,IT,36509,2025-08-15,pablo.morales620@empresa.com,True
621,Laura,Sánchez,Logística,42624,2018-11-13,laura.sánchez621@empresa.com,False
622,Sara,Fernández,RRHH,62717,2019-12-13,sara.fernández622@empresa.com,False
623,Elena,Pérez,Producción,31267,2019-05-14,elena.pérez623@empresa.com,True
624,Sara,Fernández,Producción,62394,2022-06-22,sara.fernández624@empresa.com,False
625,Luis,Fernández,Producción,50743,2020-09-28,luis.fernández625@empresa.com,True
626,Jorge,Ruiz,RRHH,47029,2023-03-13,jorge.ruiz626@empresa.com,True
627,Carlos,Sánchez,Producción,41459,2023-05-29,carlos.sánchez627@empresa.com,False
628,Elena,Ruiz,Ventas,18731,2019-05-24,elena.ruiz628@empresa.com,True
629,Elena,López,IT,21481,2021-05-22,elena.lópez629@empresa.com,False
630,Pablo,Gómez,Logística,59188,2017-04-24,pablo.gómez630@empresa.com,False
631,Pablo,Fernández,Logística,35814,2018-02-22,pablo.fernández631@empresa.com,True
632,Pablo,García,Marketing,24020,2024-11-12,pablo.garcía632@empresa.com,True
633,Ana,García,Marketing,42828,2018-02-20,ana.garcía633@empresa.com,True
634,Laura,Ruiz,Logística,20111,2021-02-03,laura.ruiz634@empresa.com,False
635,María,Sánchez,IT,27893,2025-11-23,maría.sánchez635@empresa.com,False
636,Carlos,Gómez,Finanzas,22412,2023-08-23,carlos.gómez636@empresa.com,False
637,Laura,Martínez,RRHH,50492,2022-11-20,laura.martínez637@empresa.com,False
638,Elena,Morales,Ventas,63690,2019-08-22,elena.morales638@empresa.com,False
639,Luis,García,Producción,37614,2025-06-08,luis.garcía639@empresa.com,True
640,María,López,IT,50093,2023-05-04,maría.lópez640@empresa.com,False
641,Juan,Díaz,Ventas,56654,2025-06-19,juan.díaz641@empresa.com,False
642,Jorge,Pérez,Finanzas,26427,2019-11-09,jorge.pérez642@empresa.com,True
643,Carlos,Sánchez,Finanzas,21539,2016-11-25,carlos.sánchez643@empresa.com,True
644,Luis,Fernández,IT,20309,2020-08-12,luis.fernández644@empresa.com,True
645,Ana,Sánchez,Ventas,39700,2019-05-30,ana.sánchez645@empresa.com,False
646,Carlos,Fernández,Marketing,45496,2021-10-03,carlos.fernández646@empresa.com,False
647,Jorge,García,Marketing,45975,2017-12-31,jorge.garcía647@empresa.com,True
648,Juan,Sánchez,Marketing,44599,2021-09-03,juan.sánchez648@empresa.com,True
649,Sara,Fernández,Marketing,44141,2017-06-01,sara.fernández649@empresa.com,False
650,Ana,García,Producción,35494,2018-08-27,ana.garcía650@empresa.com,False
651,Juan,Martínez,RRHH,52788,2016-12-20,juan.martínez651@empresa.com,False
652,Elena,Sánchez,RRHH,56309,2018-05-08,elena.sánchez652@empresa.com,True
653,Jorge,López,Ventas,19080,2016-02-22,jorge.lópez653@empresa.com,True
654,Laura,Gómez,Ventas,64948,2022-11-04,laura.gómez654@empresa.com,True
655,Juan,Martínez,Logística,24958,2017-05-03,juan.martínez655@empresa.com,True
656,Sara,López,Logística,40347,2023-04-23,sara.lópez656@empresa.com,False
657,Sara,Pérez,Marketing,24641,2015-12-17,sara.pérez657@empresa.com,True
658,Jorge,López,Ventas,26752,2019-08-09,jorge.lópez658@empresa.com,True
659,María,Pérez,Ventas,19056,2016-06-21,maría.pérez659@empresa.com,True
660,Elena,Fernández,Ventas,59593,2018-05-29,elena.fernández660@empresa.com,True
661,Ana,Ruiz,Marketing,22539,2022-07-15,ana.ruiz661@empresa.com,True
662,Pablo,Sánchez,Finanzas,56714,2021-04-18,pablo.sánchez662@empresa.com,False
663,Ana,Fernández,IT,38564,2018-01-27,ana.fernández663@empresa.com,False
664,Luis,Díaz,Marketing,38838,2017-01-11,luis.díaz664@empresa.com,False
665,Ana,García,Producción,28359,2017-06-17,ana.garcía665@empresa.com,True
666,Luis,Pérez,Logística,52618,2020-07-04,luis.pérez666@empresa.com,False
667,Jorge,García,Logística,46637,2019-10-21,jorge.garcía667@empresa.com,True
668,Sara,Díaz,Finanzas,43837,2016-09-25,sara.díaz668@empresa.com,True
669,Ana,López,Ventas,28654,2017-06-02,ana.lópez669@empresa.com,False
670,Pablo,Morales,Marketing,41173,2021-10-18,pablo.morales670@empresa.com,True
671,Sara,Morales,RRHH,62483,2025-10-06,sara.morales671@empresa.com,True
